# Name: V/50
# Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
# Coosys	J2000_2000.000:	eq_FK5 J2000
# Table	V_50_catalog:
# Name: V/50/catalog
# Title: The main part of the Catalogue
# Column	RA	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
# Column	DEC	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
# Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
# Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
      RA |      DEC |     HD |  Vmag
 96.0854 | -12.9625 |  44996 |  6.12
 96.3046 |   7.0858 |  44990 |  5.98
 95.9829 | -25.5778 |  45018 |  5.63
 96.3267 |   1.5011 |  45050 |  6.66
 96.3183 |  -0.9461 |  45067 |  5.87
 96.9629 |  47.4053 |  45105 |  6.56
 96.4442 |   2.2722 |  45137 |  6.51
 96.0042 | -36.7078 |  45145 |  5.62
 96.4462 |  -3.8892 |  45168 |  6.35
 96.1829 |   -28.78 |  45184 |  6.39
 96.8979 |  32.5631 |  45192 |  6.43
 95.7325 |   -56.37 |  45229 |  5.61
  96.495 |  -7.8942 |  45239 |   6.4
 95.9071 | -52.1811 |  45291 |  5.98
 96.1854 | -40.2842 |  45306 |  6.31
  96.665 |  -1.5072 |  45320 |  5.87
 96.6437 |  -4.5972 |  45321 |  6.15
 95.9879 | -52.6958 |  45348 | -0.72
 96.7446 |   0.8408 |  45357 |  6.71
 96.6871 |  -7.5114 |  45380 |  6.27
 96.3746 | -35.0639 |  45383 |  6.25
 96.9858 |  20.4961 |  45394 |  6.22
 97.6967 |  58.1628 |  45410 |  5.88
 97.1421 |  30.4931 |  45412 |  5.55
  96.835 |   2.9081 |  45415 |  5.55
 96.8075 |   0.2992 |  45416 |   5.2
  96.815 |  -0.2761 |  45433 |  5.55
 95.9454 | -58.5439 |  45450 |  6.48
 95.7554 | -63.6831 |  45461 |  6.27
 97.5125 |  46.6856 |  45466 |   5.9
 97.2358 |  26.9678 |  45504 |  6.47
 97.1167 |  16.2383 |  45506 |  6.23
 96.2008 | -52.8064 |  45509 |  6.51
 97.0783 |  10.3039 |  45512 |  6.15
 97.2408 |  20.2122 |  45542 |  4.15
   96.99 |  -4.7622 |  45546 |  5.06
 96.0571 | -60.2811 |  45557 |   5.8
  100.07 |  79.5994 |  45560 |  6.54
   97.07 |   1.9122 |  45563 |  6.48
 96.4317 | -48.1772 |  45572 |  5.76
 96.7967 | -25.8567 |  45588 |  6.07
101.1258 |  82.1153 |  45618 |  6.65
   97.25 |  11.0194 |  45638 |  6.59
 95.6592 | -69.9842 |  45669 |  5.56
 96.7812 | -37.8956 |  45680 |  6.48
 96.1096 | -63.4289 |  45701 |  6.46
 97.3121 |   2.6461 |  45724 |  6.16
 97.2042 |  -7.0328 |  45725 |   4.6
 97.2062 |  -7.0344 |  45726 |   5.4
 97.2062 |  -7.0344 |  45727 |   5.6
 97.1554 | -17.4661 |  45765 |  5.77
 96.2317 | -63.8278 |  45796 |  6.27
 97.0421 |   -32.58 |  45813 |  4.48
 97.5229 |   9.0292 |  45827 |  6.57
  100.12 |  77.9958 |  45866 |  5.73
 97.1633 | -32.3711 |  45871 |  5.74
 99.4787 |  73.6956 |  45947 |  6.24
 97.7921 |  16.9386 |  45951 |   6.2
 97.5471 | -10.0814 |  45976 |  5.93
 97.1762 | -41.0744 |  45983 |  6.32
 96.7667 | -58.0022 |  45984 |  5.82
 97.7896 |  11.2508 |  45995 |  6.14
 97.9058 |  15.9033 |  46031 |   6.4
 98.1133 |  32.4547 |  46052 |  5.87
 97.6446 | -13.1481 |  46064 |  6.16
 97.9133 |  11.7922 |  46075 |  6.65
 97.9513 |  11.5444 |  46089 |  5.23
 98.6367 |  55.3531 |  46101 |  6.45
 96.3692 | -69.6903 |  46116 |  5.38
 98.0971 |  11.6736 |  46178 |  6.03
 97.8458 | -12.3917 |  46184 |  5.15
 97.6929 | -27.7694 |  46189 |  5.93
 97.9587 |  -8.1581 |  46229 |  5.43
   98.08 |   4.8558 |  46241 |  5.84
 98.4279 |  33.0242 |  46251 |  6.42
 97.4546 | -50.2392 |  46273 |  5.27
 98.2258 |   7.3331 |  46300 |   4.5
 98.0962 |  -5.8689 |  46304 |   5.6
 97.9637 | -23.4183 |  46328 |  4.33
 97.8042 | -35.2592 |  46349 |  5.84
 97.3687 | -56.8528 |  46355 |  5.22
 97.7492 | -40.9164 |  46365 |   6.2
 98.4004 |  14.1553 |  46374 |  5.53
 98.1954 | -11.1664 |  46407 |  6.24
 97.8958 |   -36.94 |  46431 |  6.34
 99.4225 |  61.4811 |  46480 |  5.94
 98.4079 |  -1.2203 |  46487 |   5.1
100.1342 |  71.7489 |  46509 |  5.92
 98.1625 | -32.0306 |  46547 |  5.69
 98.8004 |  28.0222 |  46553 |  5.27
 98.0888 | -37.6967 |  46568 |  5.24
 97.8262 | -51.8261 |  46569 |   5.6
101.5587 |  79.5647 |  46588 |  5.45
 99.4104 |  56.8575 |  46590 |  5.85
 98.3608 | -20.9239 |  46602 |   6.4
 98.6933 |   7.5725 |  46642 |  6.45
 99.1371 |  38.4453 |  46687 |  5.29
 98.8233 |   9.9883 |  46709 |  5.88
 98.2929 | -38.6253 |  46727 |  6.44
 97.5125 | -65.5683 |  46730 |  6.29
 98.8158 |     0.89 |  46769 |   5.8
 97.7942 | -61.8797 |  46792 |  6.15
 98.4562 | -36.2322 |  46815 |  5.42
 97.9933 | -58.7542 |  46860 |   5.7
    99.0 |   4.4975 |  46885 |  6.55
 98.7642 | -22.9647 |  46933 |  4.54
 98.6471 | -32.7164 |  46936 |  5.62
 98.3587 | -52.3289 |  47001 |  6.19
 99.3633 |  24.5908 |  47020 |  6.44
 99.1471 |  -5.2111 |  47054 |  5.52
 99.6646 |  39.3908 |  47070 |  5.69
  99.705 |  39.9025 |  47100 |   5.2
 99.4279 |  16.3992 |  47105 |  1.93
 99.3504 |   6.1353 |  47129 |  6.06
  99.095 |   -18.66 |  47138 |   5.7
 98.8504 |   -36.78 |  47144 |  5.59
 99.5958 |  28.9842 |  47152 |  5.79
 99.4037 |  10.8531 |  47156 |  6.38
 99.8329 |  42.4889 |  47174 |  4.79
 99.1946 | -13.3208 |  47182 |  5.97
 99.1708 | -19.2558 |  47205 |  3.95
 99.4179 |   2.7042 |  47220 |  6.17
  98.975 | -36.0889 |  47230 |  6.35
 99.4696 |   4.9572 |  47240 |  6.15
 99.1704 |  -22.615 |  47247 |  6.35
 99.9917 |  44.0139 |  47270 |  6.41
 98.7442 | -52.9756 |  47306 |  4.39
 99.7721 |  22.0308 |  47358 |  6.04
 99.4204 |  -12.985 |  47366 |  6.12
 99.8879 |  28.2631 |  47395 |  6.03
 99.8808 |     24.6 |  47415 |  6.38
 99.5854 |  -2.5436 |  47420 |  6.14
 99.7062 |   4.7006 |  47431 |  6.57
 99.6587 |   1.6136 |  47432 |  6.21
 99.4725 | -18.2375 |  47442 |  4.43
 99.2579 | -38.1467 |  47463 |  6.04
 99.2137 | -41.5569 |  47475 |  6.34
 99.3075 | -36.9906 |  47500 |  5.71
 99.4483 | -32.3397 |  47536 |  5.27
 99.6475 | -16.8736 |  47561 |  6.03
 99.9483 |  12.9831 |  47575 |  5.97
 99.8196 | -14.1458 |  47667 |  4.82
 99.4404 | -43.1961 |  47670 |  3.17
100.4071 |  35.9319 |  47703 |  6.46
100.3375 |  28.1964 |  47731 |  6.42
100.1325 |   6.3717 |  47756 |  6.51
 99.9013 | -23.6956 |  47827 |  6.05
100.2446 |   9.8956 |  47839 |  4.66
100.3408 |  16.3975 |  47863 |  6.28
100.3217 |  11.0033 |  47886 |  6.11
100.7708 |  44.5244 |  47914 |  5.02
 99.9279 | -30.4703 |  47946 |  5.71
100.2725 |   0.4953 |  47964 |  5.79
 99.6567 | -48.2203 |  47973 |  4.93
101.0483 |  53.2964 |  47979 |  6.27
100.8075 |  37.1469 |  48073 |  6.19
 99.9871 | -38.1589 |  48087 |  6.58
100.6012 |  17.6453 |  48097 |  5.21
100.4971 |    6.345 |  48099 |  6.37
 99.5025 | -61.5331 |  48189 |  6.18
 100.485 |  -9.1672 |  48217 |  5.19
101.5587 |  59.4417 |  48250 |  4.87
101.0525 |  36.1097 |  48272 |  6.31
100.9829 |  25.1311 |  48329 |  2.98
100.7771 |   3.0333 |  48348 |  6.19
100.3087 | -40.3497 |  48383 |  6.12
100.2054 | -47.6747 |  48403 |  6.65
101.7062 |  57.1692 |  48432 |  5.35
100.9971 |  13.2278 |  48433 |  4.49
100.9112 |   3.9322 |  48434 |   5.9
101.1896 |  28.9708 |  48450 |  5.44
100.6908 | -22.4492 |  48501 |  6.13
100.5683 | -38.3986 |  48543 |  6.29
101.6846 |  43.5775 |  48682 |  5.25
101.3225 |  12.8956 |  48737 |  3.36
102.0537 |  55.7044 |  48767 |  6.33
102.0512 |  55.7044 |  48766 |  6.28
 101.915 |  48.7894 |  48781 |  5.22
100.8471 | -39.1933 |  48797 |   6.3
101.4758 |  12.6936 |  48843 |  6.46
102.7379 |  67.5719 |  48879 |  5.14
101.2871 | -16.7161 |  48915 | -1.46
101.1183 | -31.0706 |  48917 |   5.2
101.2162 | -27.3414 |  48938 |  6.45
 101.635 |   8.5872 |  48977 |  5.93
101.3471 | -23.4619 |  49001 |  6.05
  101.26 | -30.5861 |  49028 |  6.54
101.4971 | -14.7961 |  49048 |  5.32
101.8479 |  18.1933 |  49059 |   6.2
 101.345 | -31.7936 |  49095 |  5.92
101.3804 | -30.9489 |  49131 |   5.8
101.6625 | -10.1072 |  49147 |  5.66
101.8325 |   8.0372 |  49161 |  4.77
101.7129 | -14.4258 |  49229 |  5.29
100.2408 | -71.7756 |  49268 |  6.51
 101.965 |   2.4122 |  49293 |  4.47
101.5137 |   -39.54 |  49319 |  6.62
101.9046 |  -8.9983 |  49331 |  5.07
101.7562 | -21.0156 |  49333 |  6.08
101.5504 | -37.7756 |  49336 |  6.21
103.4258 |  68.8883 |  49340 |  5.12
102.4221 |  32.6067 |  49380 |  5.71
101.3588 | -52.2011 |  49396 |  6.57
102.0792 |  -1.3192 |  49434 |  5.75
101.4737 |   -52.41 |  49517 |   5.8
102.6912 |  41.7814 |  49520 |  5.02
102.2654 |   1.0019 |  49567 |  6.15
101.8392 | -37.9297 |  49591 |  5.26
102.4575 |  16.2028 |  49606 |  5.85
103.2712 |  59.4486 |  49618 |  5.33
102.3183 |  -2.2719 |  49643 |  5.74
102.2408 | -15.1447 |  49662 |  5.39
  101.72 | -51.2658 |  49689 |   5.4
101.6729 | -54.6947 |  49705 |  6.46
102.6063 |  13.4133 |  49738 |  5.65
101.8279 |   -55.54 |  49877 |  5.61
105.0167 |  76.9775 |  49878 |  4.55
102.4333 | -24.0758 |  49891 |  6.33
102.8875 |  21.7611 |  49908 |  5.27
102.7079 |  -0.5408 |  49933 |  5.77
100.9033 | -73.1181 |  49947 |  6.37
103.2817 |  44.8394 |  49949 |  6.26
   103.0 |  23.6017 |  49968 |  5.65
102.6762 |  -8.0411 |  49976 |  6.29
102.5913 | -17.0839 |  49980 |  5.79
101.2338 | -70.4339 |  50002 |  6.11
 102.525 | -27.3339 |  50012 |  7.04
102.4604 | -32.5086 |  50013 |  3.96
103.2562 |  38.8692 |  50018 |  6.12
103.1971 |  33.9611 |  50019 |   3.6
103.3058 |  38.4381 |  50037 |   6.3
103.2642 |  35.7886 |  50056 |  6.01
102.9137 |   3.0417 |  50062 |  6.38
102.6537 | -25.7781 |  50093 |  6.33
102.5971 | -31.7061 |  50123 |   5.7
102.4908 |   -45.45 |  50196 |  6.55
103.4875 |   38.505 |  50204 |  6.48
102.4775 | -46.6147 |  50223 |  5.14
102.7183 | -34.3672 |  50235 |  4.99
102.0475 | -61.9414 |  50241 |  3.27
103.2058 |   8.3803 |  50277 |  5.77
103.0954 |  -5.3161 |  50282 |   6.3
102.4842 | -50.6147 |  50310 |  2.93
102.4638 | -53.6222 |  50337 |   4.4
103.3437 |  10.9964 |  50371 |  6.24
103.8133 |  45.8264 |  50384 |  6.34
103.8113 |    43.91 |  50420 |  6.13
102.9262 | -36.2303 |  50445 |  5.96
100.0113 | -80.8136 |  50506 |  5.64
104.3187 |  58.4225 |  50522 |  4.35
 104.305 |  57.5633 |  50551 |  6.05
102.5046 | -60.2492 |  50571 |  6.11
102.8867 | -48.2925 |  50621 |  6.42
103.6612 |  13.1778 |  50635 |  4.65
103.3283 | -19.0328 |  50644 |  5.64
103.3404 | -18.9333 |  50643 |  6.14
103.2504 | -26.9575 |  50648 |   6.4
104.1346 |  46.2742 |  50658 |  5.87
103.8275 |  25.3756 |  50692 |  5.73
103.5354 |  -5.8525 |  50700 |  6.41
103.3871 | -20.2242 |  50707 |  4.83
103.6025 |  -1.1269 |  50747 |  5.45
104.2333 |   46.705 |  50763 |  5.86
103.5475 | -12.0386 |  50778 |  4.07
103.1654 | -42.5044 |  50785 |  6.52
103.3912 | -28.5397 |  50806 |  6.04
103.6754 |  -1.7564 |  50820 |  6.21
103.4804 | -24.5392 |  50853 |  6.21
103.1963 | -43.9758 |  50860 |  6.46
103.5329 | -24.1839 |  50877 |  3.87
105.3396 |  70.8081 |  50885 |  5.68
 103.745 |  -2.8036 |  50890 |  6.04
103.5542 | -23.9283 |  50896 |  6.91
103.8942 |   8.3247 |  50931 |  6.29
104.4046 |  45.0942 |  50973 |   4.9
104.2521 |  33.6811 |  51000 |  5.89
103.1954 |   -54.09 |  51043 |  6.57
103.7612 | -20.4047 |  51055 |  5.74
104.1075 |   9.9564 |  51104 |  5.92
103.9058 | -20.1364 |  51199 |  4.68
103.6112 | -42.3656 |  51208 |  6.32
103.1892 | -59.3411 |  51210 |  6.41
104.0275 | -14.0436 |  51250 |   5.0
103.5096 | -50.6117 |  51266 |  6.26
 103.945 | -22.9414 |  51283 |   5.3
104.0342 | -17.0542 |  51309 |  4.37
104.3571 |  11.9075 |  51330 |  6.27
103.9783 |   -31.79 |  51411 |  6.36
104.2504 |  -8.1789 |  51424 |  6.34
104.7617 |  38.0522 |  51440 |   6.0
104.6975 |  26.0811 |  51530 |   6.1
102.8625 | -70.9633 |  51557 |   5.4
104.3117 | -22.2033 |  51630 |  6.61
104.1904 | -35.3417 |  51682 |  6.29
104.8662 |  25.9142 |  51688 |   6.4
104.6625 |   7.6219 |  51693 |  6.27
104.3912 | -24.6306 |  51733 |  5.46
104.0667 | -48.7211 |  51799 |  4.95
115.1271 |    87.02 |  51802 |  5.07
104.7375 |   3.6022 |  51814 |  5.97
104.4267 | -27.5375 |  51823 |  6.23
104.3233 | -35.5075 |  51825 |  6.23
104.8337 |   7.3169 |  51892 |  6.35
104.5317 | -27.1647 |  51925 |  6.37
105.0658 |  16.0789 |  52005 |  5.68
104.6496 | -25.4139 |  52018 |  5.59
106.4658 |  70.7319 |  52030 |   6.5
104.6562 | -28.9722 |  52089 |   1.5
104.6046 | -34.1117 |  52092 |  5.06
105.3217 |  32.4144 |  52100 |  6.59
104.6825 | -30.9978 |  52140 |  6.42
 105.075 |  -5.3669 |  52265 |   6.3
104.9138 | -21.6033 |  52273 |  6.26
105.0987 |  -8.4069 |  52312 |  5.96
105.0337 | -20.1589 |  52348 |  6.31
104.6742 | -45.7681 |  52362 |  6.22
105.1638 |  -9.2031 |  52382 |  6.49
105.0804 | -22.1194 |  52437 |  6.53
105.4225 |   4.8181 |  52479 |  6.63
105.6033 |  24.2153 |  52497 |  5.18
105.6062 |  17.7556 |  52554 |  5.94
105.5725 |  15.3361 |  52556 |  5.74
105.4792 |   5.5575 |  52559 |  6.59
 104.665 | -55.7294 |  52603 |  6.27
105.6396 |  16.6742 |  52609 |  5.82
105.4704 |  -1.3456 |  52611 |  6.17
105.1775 | -28.4894 |  52619 |  6.27
104.6508 | -56.3947 |  52622 |  6.45
 105.485 |  -5.7222 |  52666 |   5.2
105.2746 | -25.2153 |  52670 |  5.63
105.2075 | -33.4653 |  52703 |   6.4
106.5054 |  59.8019 |  52708 |  6.44
105.8767 |  29.3372 |  52711 |  5.93
106.4158 |  52.7581 |  52859 |  6.12
106.2875 |   47.775 |  52860 |  6.38
105.4296 | -27.9347 |  52877 |  3.47
105.8246 |   9.1383 |  52913 |  5.97
105.7283 |  -4.2392 |  52918 |  4.99
105.9083 |  10.9517 |  52960 |  5.13
106.0271 |  20.5703 |  52973 |  3.79
 105.965 |  12.5944 |  52976 |  5.98
105.2146 | -51.4025 |  53047 |  5.14
105.7562 | -23.8333 |  53138 |  3.02
106.0842 |   1.4883 |  53205 |  6.57
106.0217 |  -5.3236 |  53208 |  5.62
105.9887 | -10.1242 |  53240 |  6.45
105.9396 | -15.6333 |  53244 |  4.12
 105.565 | -43.4042 |  53253 |  6.43
106.3267 |  22.6372 |  53257 |  6.02
106.5483 |  34.4739 |  53329 |  5.55
105.2712 |   -58.94 |  53349 |  6.02
104.9604 | -67.9161 |  53501 |  5.17
106.4129 |   9.1858 |  53510 |  5.78
106.1962 | -22.0322 |  53629 |  6.09
106.8429 |  34.0094 |  53686 |  5.91
106.0117 | -42.3372 |  53704 |   5.2
105.9887 | -43.6081 |  53705 |  5.54
 105.995 | -43.6117 |  53706 |  6.79
106.8542 |  28.1772 |  53744 |  6.48
106.4571 | -10.6611 |  53755 |  6.49
106.8392 |  22.7036 |  53791 |  7.68
105.9737 | -49.5839 |  53811 |  4.93
107.0554 |  33.8322 |  53899 |  6.28
 105.815 | -59.1781 |  53921 |   5.5
107.1512 |   37.445 |  53925 |  6.16
106.7767 |   4.9103 |  53929 |  6.11
106.3833 | -34.7778 |  53952 |  6.14
106.6696 | -11.2942 |  53974 |  5.39
106.6496 | -12.3939 |  53975 |  6.48
106.5025 | -30.6556 |  54031 |  6.34
108.4921 |  71.8167 |  54070 |  6.35
106.9562 |   7.4711 |  54079 |  5.75
106.0762 | -56.7497 |  54118 |  5.17
107.0917 |  15.9308 |  54131 |  5.44
106.5096 | -38.3828 |  54153 |  6.11
106.7179 | -24.9606 |  54173 |  6.08
106.3187 | -50.3603 |  54179 |  6.46
106.7504 | -26.6578 |  54224 |  6.62
104.1433 | -79.4203 |  54239 |  5.45
106.8442 | -23.8403 |  54309 |  5.71
106.7796 | -40.8933 |  54475 |  5.79
107.5279 |  21.2469 |  54563 |  6.43
107.0979 | -26.3933 |  54605 |  1.84
107.3346 | -10.3472 |  54662 |  6.21
107.2054 | -24.0442 |  54669 |  6.65
107.9137 |  39.3206 |  54716 |   4.9
 107.785 |  30.2453 |  54719 |  4.41
106.8054 | -51.9678 |  54732 |  5.96
107.3883 | -16.2347 |  54764 |  6.03
107.8462 |  26.8567 |  54801 |  5.78
107.5571 |  -4.2372 |  54810 |  4.92
107.2129 | -39.6558 |  54893 |  4.83
108.3475 |  51.4289 |  54895 |  5.47
107.4287 | -25.2311 |  54912 |  5.69
107.5387 | -18.6853 |  54958 |  6.23
  108.11 |  24.1283 |  55052 |  5.85
107.8483 |  -0.3019 |  55057 |  5.45
107.5808 | -27.4914 |  55070 |  5.46
111.3412 |  81.2575 |  55075 |  6.31
107.9638 |   5.6547 |  55111 |  6.09
108.2042 |  27.2247 |  55130 |  6.43
106.5587 | -68.8372 |  55151 |  6.47
108.0308 |   5.4747 |  55184 |  6.16
107.9663 |  -0.4928 |  55185 |  4.15
108.9787 |  59.6375 |  55280 |   5.2
107.9233 | -20.8831 |  55344 |  5.84
108.3429 |  16.1589 |  55383 |   5.0
108.0508 | -25.9425 |  55522 |  5.92
107.6979 | -48.9322 |  55526 |  5.14
108.0171 | -30.8217 |  55568 |   6.1
108.9587 |    47.24 |  55575 |  5.58
108.6108 |  24.7108 |  55579 |  6.89
  108.28 | -11.2514 |  55589 |  5.78
108.1004 | -27.4742 |  55595 |  6.59
108.6746 |   24.885 |  55621 |  5.82
108.1071 | -36.5444 |  55718 |  5.96
108.0658 | -40.4989 |  55719 |  5.31
108.6358 |  12.1158 |  55730 |  5.62
108.5833 |   3.1114 |  55751 |  5.35
108.3496 | -22.6733 |  55762 |  6.01
108.5458 |  -3.9014 |  55775 |  5.75
108.5646 |  -9.9475 |  55832 |   5.9
108.4513 | -22.9064 |  55856 |  6.36
108.4012 | -27.3564 |  55857 |  6.12
107.1758 | -70.4972 |  55864 |  5.69
107.1871 | -70.4989 |  55865 |  3.78
109.3904 |  52.1308 |  55866 |  5.92
108.9879 |  27.8975 |  55870 |  5.71
108.6175 | -10.3167 |  55879 |  6.03
  108.14 | -46.7594 |  55892 |  4.49
108.4463 | -31.0839 |  55958 |   6.6
112.7683 |  82.4114 |  55966 |  4.96
108.4883 |   -30.34 |  55985 |  6.33
108.8304 |  -0.1614 |  56003 |  6.41
108.5633 | -26.3525 |  56014 |  4.66
108.3058 | -45.1831 |  56022 |  4.89
108.9142 |   7.9778 |  56031 |  5.82
 108.385 | -44.6397 |  56096 |   5.1
108.7029 | -26.7728 |  56139 |  3.85
108.7129 | -27.0381 |  56160 |  5.58
109.6329 |   49.465 |  56169 |  5.05
108.9296 | -10.5839 |  56207 |  5.95
109.5092 |  40.8833 |  56221 |  5.78
108.0083 |   -63.19 |  56239 |  6.02
108.9479 | -23.7406 |  56341 |  6.32
108.8375 | -30.6864 |  56342 |  5.36
109.5171 |  30.9558 |  56386 |  6.24
109.0604 | -15.5858 |  56405 |  5.46
108.7379 | -41.4258 |  56410 |  5.94
109.3242 |   6.6806 |  56446 |  6.65
108.6912 | -46.8497 |  56455 |  5.72
108.6592 | -48.2717 |  56456 |  4.76
109.5233 |  16.5403 |  56537 |  3.58
109.1533 | -23.3156 |  56577 |  4.79
109.3821 |    -6.68 |  56614 |  6.29
109.1458 | -27.8811 |  56618 |  4.64
108.8375 | -52.4997 |  56705 |  5.97
109.2383 | -30.8967 |  56731 |  6.32
109.1325 | -38.3189 |  56733 |   5.8
109.2062 | -36.5928 |  56779 |  5.03
109.0646 | -46.7744 |  56813 |  5.66
110.5717 |  59.9019 |  56820 |  6.35
109.2858 | -37.0975 |  56855 |   2.7
109.4496 | -26.7975 |  56876 |  6.46
110.2629 |  42.6556 |  56941 |  6.35
110.3229 |  45.2281 |  56963 |  5.77
110.0308 |  21.9822 |  56986 |  3.53
109.8433 |   2.7406 |  56989 |  5.89
109.9483 |   7.1428 |  57006 |  5.91
110.0288 |  15.1428 |  57049 |  6.45
109.6679 | -24.5589 |  57060 |  4.98
109.6767 | -24.9542 |  57061 |   4.4
110.7121 |  55.2844 |  57102 |  6.53
110.7171 |  55.2814 |  57103 |  5.45
109.7583 | -19.2803 |  57118 |  6.09
109.7133 | -26.5858 |  57146 |  5.28
109.5767 | -36.7342 |  57150 |  4.66
109.8671 |  -16.395 |  57167 |   5.7
109.5175 | -43.9867 |  57197 |  5.85
109.6592 | -36.7428 |  57219 |  5.11
  109.64 | -39.2103 |  57240 |  5.25
110.5558 |  38.9961 |  57263 |   6.4
110.5108 |  36.7606 |  57264 |  5.13
109.8071 | -33.7272 |  57299 |   6.3
110.4867 |  20.4436 |  57423 |   5.1
110.2425 |   -14.36 |  57478 |  5.45
113.6654 |  80.8967 |  57508 |  6.41
110.3204 |  -8.8783 |  57517 |  6.55
110.2217 | -22.8517 |  57573 |  6.61
110.2292 | -26.9636 |  57593 |  6.01
110.5146 |   0.1772 |  57608 |  5.99
110.2679 | -25.8914 |  57615 |  5.87
109.2075 | -67.9572 |  57623 |  3.98
111.2383 |  51.8872 |  57646 |   5.8
111.0354 |  40.6722 |  57669 |  5.19
110.5083 |  -8.9792 |  57682 |  6.43
110.5771 |  -2.9789 |  57708 |  6.23
110.8687 |  25.0506 |  57727 |  5.03
111.8575 |  66.3317 |  57742 |  6.47
110.8675 |  22.9453 |  57744 |  6.02
110.6058 |  -5.9828 |  57749 |  5.82
110.5563 | -19.0167 |  57821 |  4.96
110.0892 | -52.3117 |  57852 |  6.05
110.0904 | -52.3097 |  57853 |   6.6
110.1612 | -52.0861 |  57917 |  5.39
111.1392 |  27.6381 |  57927 |  5.76
111.1154 |  15.5172 |  58050 |  6.41
111.6783 |  49.2114 |  58142 |  4.64
110.7525 | -31.9239 |  58155 |  5.43
111.2425 |  11.6697 |  58187 |   5.3
111.4317 |  27.7981 |  58207 |  3.79
110.8712 | -27.8342 |  58215 |  5.38
110.8829 | -32.2022 |  58286 |  5.39
110.9762 | -30.2169 |  58325 |   6.6
111.1671 | -16.2011 |  58343 |  5.33
111.0717 | -22.9128 |  58346 |  6.19
111.0237 | -29.3031 |  58350 |  2.45
111.4121 |   9.2761 |  58367 |  4.99
110.9929 | -35.8378 |  58420 |  6.31
112.7196 |  68.4656 |  58425 |  5.64
111.2112 | -19.0122 |  58439 |  6.24
111.2846 | -13.7519 |  58461 |  5.78
111.4625 |   -5.775 |  58526 |  5.97
111.1825 | -31.8089 |  58535 |  5.35
111.7092 |  21.5358 |  58551 |  6.54
111.6162 |  10.6083 |  58552 |  6.37
111.7346 |  20.2572 |  58579 |  5.93
111.5146 |  -4.5375 |  58580 |  6.76
111.3329 | -21.9828 |  58585 |  6.05
111.6721 |  11.0092 |  58599 |  6.41
111.3554 | -25.2178 |  58612 |  5.78
111.1967 |   -37.29 |  58634 |  6.97
111.1971 | -37.2908 |  58635 |  6.84
 112.215 |  48.1839 |  58661 |  5.72
111.7875 |   8.2894 |  58715 |   2.9
 111.935 |   21.445 |  58728 |  5.22
111.4292 | -31.7386 |  58766 |  6.31
101.7446 |  -87.025 |  58805 |  6.47
112.4833 |  49.6725 |  58855 |  5.36
111.6696 | -23.7122 |  58907 |  6.56
112.0087 |   6.9419 |  58923 |  5.25
112.2779 |  31.7844 |  58946 |  4.18
111.7833 | -17.8644 |  58954 |  5.63
112.0408 |   8.9256 |  58972 |  4.32
111.7475 | -23.0861 |  58978 |  5.61
111.6762 | -34.1408 |  59026 |   5.9
 112.335 |  28.1181 |  59037 |  5.05
112.1971 |  15.1094 |  59059 |  6.22
111.9654 | -11.5569 |  59067 |  5.79
111.9287 | -22.8597 |  59136 |  5.95
112.4529 |  27.9161 |  59148 |  5.01
111.5912 | -51.0183 |  59219 |   5.1
111.9967 | -29.1558 |  59256 |  5.54
112.4492 |  12.0067 |  59294 |  4.54
112.3279 |  -1.9053 |  59311 |  5.59
112.3571 |  -7.5511 |  59380 |  5.86
112.3421 | -10.3267 |  59381 |  5.75
112.3412 | -14.9992 |  59438 |  6.05
 112.095 | -37.8103 |  59466 |  6.58
112.2137 | -31.8483 |  59499 |  6.38
112.2146 | -31.8469 |  59500 |  7.13
112.9821 |  38.8964 |  59507 |  6.54
112.2704 | -31.4564 |  59550 |  5.77
112.4642 | -23.0244 |  59612 |  4.85
112.2737 | -38.8122 |  59635 |  5.43
112.7129 |  -5.2264 |  59669 |  6.24
112.9517 |  17.0861 |  59686 |  5.42
112.3075 | -43.3014 |  59717 |  3.25
113.2108 |  22.8878 |  59878 |  6.54
113.0246 |   1.9144 |  59881 |  5.25
112.6771 | -30.9622 |  59890 |  4.65
112.6767 | -37.3397 |  59967 |  6.65
113.0242 |  -8.8808 |  59984 |   5.9
112.4983 | -52.6511 |  60060 |  5.87
112.8575 | -36.1528 |  60098 |  6.68
113.4021 |  15.8267 |  60107 |  5.25
113.2983 |   3.2903 |  60111 |  5.59
112.2137 |   -64.51 |  60150 |  6.39
112.9283 | -35.8878 |  60168 |  6.61
  113.65 |  31.8886 |  60178 |  2.88
  113.65 |  31.8883 |  60179 |  1.98
112.6287 | -54.3994 |  60228 |  5.96
113.5212 |  10.5683 |  60275 |  6.28
114.1958 |  55.7553 |  60294 |  5.92
